iso3,scenario,group,totalnets,pyp,pyplb,pypub,maxpyp,bestlabel,wrap_lbl,iso_a2,lifespan,bestq,target,country
MLI,300,3,101417756.375,359300158.4833805,333664563.3113098,256006941.78343943,391058970.0041376,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",ML,2.81,1,70,Mali
MLI,420,4,93854086.125,349034347.2926348,323595616.32829154,362426746.74335515,393779050.557789,"Mass campaign (pop/2) 
every 3 years","Mass campaign (pop/2)
every 3 years",ML,2.81,1,70,Mali
MLI,520,5,131636959.375,410585496.6124981,227437424.04734102,228658264.7672461,429722120,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",ML,2.81,1,70,Mali
MLI,607,6,147695696.75,422356014.3886751,214792558.62809142,60297427.97159523,422356014.3886751,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",ML,2.81,1,70,Mali
MOZ,107,1,151328007.25,366569086.3315495,328811011.0484123,405986747.4529794,366569086.3315495,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",MZ,1.34,1,70,Mozambique
MOZ,222,2,173929792.375,428383776.64755565,386584084.6776302,478178421.67060274,602419999.9640616,"Annual CD 
at pop x 22%",Annual CD at pop x 22%,MZ,1.34,1,70,Mozambique
MOZ,318,3,209544449.25,463678548.37424916,430840031.92418414,499799870.76441675,549029697.5211979,"CD between campaigns 
at pop x 18%","CD between campaigns at
pop x 18%",MZ,1.34,1,70,Mozambique
MOZ,404,4,523973077.375,523096099.62886953,96314056.4264166,153272218.13815638,559756638.2401996,"Mass campaign (pop/0.4) 
every 3 years","Mass campaign (pop/0.4)
every 3 years",MZ,1.34,1,70,Mozambique
MOZ,516,5,226832206.125,509540468.7131624,468417283.66038233,549924703.963309,619194793.5583593,"Mass campaign (pop/1.6) 
every 2 years","Mass campaign (pop/1.6)
every 2 years",MZ,1.34,1,70,Mozambique
MOZ,607,6,211890259.5,486926663.3383072,446931533.0456858,531596203.6294121,486926663.3383072,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",MZ,1.34,1,70,Mozambique
MRT,107,1,21604848.40625,50569951.72660019,46420622.72568379,54183972.283708155,50569951.72660019,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",MR,1.07,1,70,Mauritania
MRT,222,2,24846746.6875,61102796.09035816,56779167.04586414,65582579.975796394,80800395.0417922,"Annual CD 
at pop x 22%",Annual CD at pop x 22%,MR,1.07,1,70,Mauritania
MRT,321,3,31438630.9375,66479870.09409043,63097088.05342392,69280038.66500564,73623064.7822985,"CD between campaigns 
at pop x 21%","CD between campaigns at
pop x 21%",MR,1.07,1,70,Mauritania
MRT,401,4,283362591.9375,77989650.61675689,18823465.911464464,1572565.3999427794,77989650.61675689,"Mass campaign (pop/0.1) 
every 3 years","Mass campaign (pop/0.1)
every 3 years",MR,1.07,1,70,Mauritania
MRT,515,5,34219987.53125,71005824.65043427,66729910.62060508,75023666.1520385,87937235,"Mass campaign (pop/1.5) 
every 2 years","Mass campaign (pop/1.5)
every 2 years",MR,1.07,1,70,Mauritania
MRT,607,6,30275400.625,67260895.43872748,62803883.67634726,71186162.91160859,67260895.43872748,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",MR,1.07,1,70,Mauritania
MWI,107,1,92541447.5,221904068.3934733,200947421.71001166,243184431.3169732,221904068.3934733,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",MW,1.33,1,70,Malawi
MWI,222,2,106448046.5,262075951.7196253,236509955.91770664,289944170.096051,368352590.9829534,"Annual CD 
at pop x 22%",Annual CD at pop x 22%,MW,1.33,1,70,Malawi
MWI,319,3,130261846.625,285668071.37936676,265369633.92152476,304181760.72706515,335041216.68594575,"CD between campaigns 
at pop x 19%","CD between campaigns at
pop x 19%",MW,1.33,1,70,Malawi
MWI,404,4,320370426.25,318579919.89037657,58903488.30510858,90260538.65715308,342001856.204653,"Mass campaign (pop/0.4) 
every 3 years","Mass campaign (pop/0.4)
every 3 years",MW,1.33,1,70,Malawi
MWI,516,5,138900584.875,310640293.0138869,286630970.98291254,332631589.69760215,378191590.41386306,"Mass campaign (pop/1.6) 
every 2 years","Mass campaign (pop/1.6)
every 2 years",MW,1.33,1,70,Malawi
MWI,607,6,129746016.875,297736099.0205683,273747842.8323499,321373155.09030825,297736099.0205683,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",MW,1.33,1,70,Malawi
NER,107,1,128283724,477089023.2935371,311727351.3094938,186941241.28604212,477089023.2935371,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",NE,3.5,1,70,Niger
NER,206,2,71543250.375,341891848.5639101,315432479.27645975,371069366.0755031,542767290.5612895,"Annual CD 
at pop x 6%",Annual CD at pop x 6%,NE,3.5,1,70,Niger
NER,300,3,123079049.625,464079194.2487732,300065317.9936985,341154064.05843556,482223743.6437752,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",NE,3.5,1,70,Niger
NER,420,4,113893858.875,449414922.1917387,434186971.8690038,323720208.74719775,487840089.0199947,"Mass campaign (pop/2) 
every 3 years","Mass campaign (pop/2)
every 3 years",NE,3.5,1,70,Niger
NER,520,5,159003453.375,508795259.244799,292269052.99656844,67653195.92147309,525408240.70576936,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",NE,3.5,1,70,Niger
NER,607,6,178405495.75,510308342.5975519,67656611.28892387,41059187.81130913,511972010.58290297,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",NE,3.5,1,70,Niger
NGA,107,1,977981892,3110151751.4673977,2821527748.363888,3366523830.9390244,3110151751.4673977,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",NG,2.22,1,70,Nigeria
NGA,214,2,840961183,2833578365.902689,2585968249.0251346,3135863797.8233833,4221027653.7227154,"Annual CD 
at pop x 14%",Annual CD at pop x 14%,NG,2.22,1,70,Nigeria
NGA,304,3,1030291383,3232434934.6033754,2926077359.4513264,3483989543.7182875,3694192275.6034865,"CD between campaigns 
at pop x 4%","CD between campaigns at
pop x 4%",NG,2.22,1,70,Nigeria
NGA,414,4,1137890508,3298677454.9513264,3169246969.0133266,2444247279.902039,3720506223.892551,"Mass campaign (pop/1.4) 
every 3 years","Mass campaign (pop/1.4)
every 3 years",NG,2.22,1,70,Nigeria
NGA,520,5,1223895807,3853563919.7386894,3477937509.0350227,2291657167.595866,4139225688.2786217,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",NG,2.22,1,70,Nigeria
NGA,607,6,1373163633,3827368133.5664024,2093919962.1458962,2233552830.915014,3827368133.5664024,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",NG,2.22,1,70,Nigeria
RWA,107,1,61125383.625,162124666.4562532,149390636.130943,174185360.0989636,162124666.4562532,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",RW,1.59,1,70,Rwanda
RWA,219,2,63729243.75,176292286.35317877,160311273.54538733,192917594.315407,242094841.93580583,"Annual CD 
at pop x 19%",Annual CD at pop x 19%,RW,1.59,1,70,Rwanda
RWA,313,3,77332533.75,190428560.25660524,178680226.4475288,201569591.2230844,224552887.4280791,"CD between campaigns 
at pop x 13%","CD between campaigns at
pop x 13%",RW,1.59,1,70,Rwanda
RWA,407,4,127289929.25,210234326.92216286,43178416.932283625,56807322.54400148,225546660.24439874,"Mass campaign (pop/0.7) 
every 3 years","Mass campaign (pop/0.7)
every 3 years",RW,1.59,1,70,Rwanda
RWA,520,5,76562298.5625,198338850.86626673,184383681.9923667,212216661.8057877,249080235,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",RW,1.59,1,70,Rwanda
RWA,607,6,85899488.625,213382498.25351548,199181678.20210522,224923076.6819277,213382498.25351548,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",RW,1.59,1,70,Rwanda
SDN,107,1,211687459.75,738037365.2068342,627411235.458294,320093070.375731,738037365.2068342,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SD,2.91,1,70,Sudan
SDN,210,2,150905631.5,619170422.442476,493813462.4562654,726142235.8004736,913554669.8258799,"Annual CD 
at pop x 10%",Annual CD at pop x 10%,SD,2.91,1,70,Sudan
SDN,300,3,203069666.25,718809276.533547,608405158.192777,570579376.1418687,794799196.3655479,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",SD,2.91,1,70,Sudan
SDN,420,4,187933227,709223849.0853921,573533438.5861735,540554389.3129916,792707123.776731,"Mass campaign (pop/2) 
every 3 years","Mass campaign (pop/2)
every 3 years",SD,2.91,1,70,Sudan
SDN,520,5,264615039.5,862180791.775338,774201414.4694753,122289237.42080092,879125740.2651621,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",SD,2.91,1,70,Sudan
SDN,607,6,296889472,847883422.1414073,466163607.12614906,74600019.33908492,883160827.1550025,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",SD,2.91,1,70,Sudan
SEN,107,1,78459253.25,206877135.11162484,188335546.4260119,222238350.33518314,206877135.11162484,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SN,1.35,1,70,Senegal
SEN,218,2,78808362.4375,224323465.93113112,204738098.1739894,243734096.8062319,308457361.97070235,"Annual CD 
at pop x 18%",Annual CD at pop x 18%,SN,1.35,1,70,Senegal
SEN,314,3,101182191.625,243659572.67582363,228092644.07217807,255226260.7739972,282112727.45532966,"CD between campaigns 
at pop x 14%","CD between campaigns at
pop x 14%",SN,1.35,1,70,Senegal
SEN,405,4,221125575.875,271614655.67866004,51777501.74946888,76411414.23070563,291373362.93552285,"Mass campaign (pop/0.5) 
every 3 years","Mass campaign (pop/0.5)
every 3 years",SN,1.35,1,70,Senegal
SEN,520,5,98042404.0625,252820925.91261676,234766254.36856893,267870393.26758152,319415264,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",SN,1.35,1,70,Senegal
SEN,607,6,110000723,267160905.5341338,248005500.28304377,281240634.0933619,267160905.5341338,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",SN,1.35,1,70,Senegal
SLE,107,1,37816896.375,94920627.36791295,85339570.83780928,104794941.42759044,94920627.36791295,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SL,1.47,1,70,Sierra Leone
SLE,221,2,42208441.21875,106877443.37236914,97122242.5380198,118411233.8073023,162915408.08547312,"Annual CD 
at pop x 21%",Annual CD at pop x 21%,SL,1.47,1,70,Sierra Leone
SLE,317,3,51382907.78125,121583744.78260507,110242783.39178735,131156898.32431394,144809076.5611424,"CD between campaigns 
at pop x 17%","CD between campaigns at
pop x 17%",SL,1.47,1,70,Sierra Leone
SLE,406,4,90325402.09375,128077189.79077376,22884377.015999734,36139141.394288905,143996847.6670143,"Mass campaign (pop/0.6) 
every 3 years","Mass campaign (pop/0.6)
every 3 years",SL,1.47,1,70,Sierra Leone
SLE,517,5,54154198.53125,131308426.82972527,118896482.72368395,142261787.46652228,161702041.09181467,"Mass campaign (pop/1.7) 
every 2 years","Mass campaign (pop/1.7)
every 2 years",SL,1.47,1,70,Sierra Leone
SLE,607,6,53201213,129853871.24083138,116733389.38661584,140455642.05054587,129853871.24083138,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",SL,1.47,1,70,Sierra Leone
SOM,107,1,82183422.125,270398264.71153384,179504354.87671113,118235940.6467763,270398264.71153384,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SO,2.35,1,70,Somalia
SOM,210,2,58289857.375,243196870.36689478,140672359.90641597,288913486.0571755,326916385.5189048,"Annual CD 
at pop x 10%",Annual CD at pop x 10%,SO,2.35,1,70,Somalia
SOM,300,3,78842671.3125,264724325.6941784,173028379.6895322,205419283.4027585,303905570.5407381,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",SO,2.35,1,70,Somalia
SOM,420,4,72962795.4375,256775371.24666724,166014056.09460866,200698399.94994235,306090448.0341042,"Mass campaign (pop/2) 
every 3 years","Mass campaign (pop/2)
every 3 years",SO,2.35,1,70,Somalia
SOM,520,5,102360063.25,311302160.1383016,224367403.0073614,45874753.24703964,334094420,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",SO,2.35,1,70,Somalia
SOM,607,6,114847051.625,318459898.1176759,240607940.73173922,29076503.80934189,318459898.1176759,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",SO,2.35,1,70,Somalia
SSD,107,1,47365116.1875,96010057.45371738,90674686.0486564,101249516.42348419,96010057.45371738,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",SS,1.02,1,70,South Sudan
SSD,229,2,66729776.3125,132262941.27066742,127633539.20202848,140650906.44475937,185104068.73373342,"Annual CD 
at pop x 29%",Annual CD at pop x 29%,SS,1.02,1,70,South Sudan
SSD,328,3,76534585.1875,144222061.64368525,138349719.44153154,150240406.5523609,163059601.78344542,"CD between campaigns 
at pop x 28%","CD between campaigns at
pop x 28%",SS,1.02,1,70,South Sudan
SSD,401,4,620572291.9375,162179116.22502476,36391375.33205155,43980688.70916242,162179116.22502476,"Mass campaign (pop/0.1) 
every 3 years","Mass campaign (pop/0.1)
every 3 years",SS,1.02,1,70,South Sudan
SSD,511,5,98697572.125,166590530.97349367,78378217.95993508,86549099.34824875,201124108.21889153,"Mass campaign (pop/1.1) 
every 2 years","Mass campaign (pop/1.1)
every 2 years",SS,1.02,1,70,South Sudan
SSD,607,6,66759622.9375,133474551.97043452,127056058.85372528,140454527.0479655,133474551.97043452,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",SS,1.02,1,70,South Sudan
TCD,107,1,82717028.375,168215157.5326465,158080702.39753413,180283419.46925974,168215157.5326465,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",TD,1.03,1,70,Chad
TCD,229,2,116129628.375,233069068.8899554,221839886.61551353,248136340.59479585,323617361.5024571,"Annual CD 
at pop x 29%",Annual CD at pop x 29%,TD,1.03,1,70,Chad
TCD,328,3,134209683.4375,254254773.77286357,243079439.47376984,267843391.09400228,288175399.6667731,"CD between campaigns 
at pop x 28%","CD between campaigns at
pop x 28%",TD,1.03,1,70,Chad
TCD,401,4,1085396751.5625,286899083.4643775,62831939.59029311,87075532.11056063,286899083.4643775,"Mass campaign (pop/0.1) 
every 3 years","Mass campaign (pop/0.1)
every 3 years",TD,1.03,1,70,Chad
TCD,511,5,170817933.875,289520042.01855075,133701088.82110557,152201052.42349306,350590954.28360134,"Mass campaign (pop/1.1) 
every 2 years","Mass campaign (pop/1.1)
every 2 years",TD,1.03,1,70,Chad
TCD,607,6,115597341,231969018.15288723,220012790.08138573,247834775.08607435,231969018.15288723,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",TD,1.03,1,70,Chad
TGO,107,1,39404708.125,127493436.76015006,118641071.16858308,134776113.63341573,127493436.76015006,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",TG,2.42,1,70,Togo
TGO,212,2,31032675.25,115702890.63210504,103407503.11348175,126289737.4079883,156011087.9666719,"Annual CD 
at pop x 12%",Annual CD at pop x 12%,TG,2.42,1,70,Togo
TGO,301,3,38726845.0625,125789892.42608725,117255860.00863689,133118941.95070802,144456131.86941114,"CD between campaigns 
at pop x 1%","CD between campaigns at
pop x 1%",TG,2.42,1,70,Togo
TGO,417,4,39456012.625,126996242.94119467,118210672.57907324,134591561.20309868,145937093.82926345,"Mass campaign (pop/1.7) 
every 3 years","Mass campaign (pop/1.7)
every 3 years",TG,2.42,1,70,Togo
TGO,520,5,49334060.9375,148832620.01375124,143928979.05790955,91408914.5695987,160745829.1984832,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",TG,2.42,1,70,Togo
TGO,607,6,55350797.375,153995707.87617326,77981292.93355118,87597712.10836495,153995707.87617326,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",TG,2.42,1,70,Togo
TZA,107,1,302430860,925421755.589458,842994800.9456438,1007765689.355804,925421755.589458,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",TZ,2.15,1,70,Tanzania
TZA,214,2,259042124,881475403.9154723,775558693.0620829,982125852.0670375,1205464215.518448,"Annual CD 
at pop x 14%",Annual CD at pop x 14%,TZ,2.15,1,70,Tanzania
TZA,304,3,318744214.5,955759281.8443626,872897435.511523,1032143222.9139303,1112332297.4206288,"CD between campaigns 
at pop x 4%","CD between campaigns at
pop x 4%",TZ,2.15,1,70,Tanzania
TZA,414,4,351938906.25,992600057.369633,926383308.0152233,725522528.1727728,1120224353.525036,"Mass campaign (pop/1.4) 
every 3 years","Mass campaign (pop/1.4)
every 3 years",TZ,2.15,1,70,Tanzania
TZA,520,5,377123729.75,1108274062.8821218,1020691843.0349215,676759670.5671115,1233701644.4399962,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",TZ,2.15,1,70,Tanzania
TZA,607,6,423126458,1146607788.0290642,1103477277.9172726,647953120.5964241,1146607788.0290642,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",TZ,2.15,1,70,Tanzania
UGA,107,1,215964895.5,584105348.6766022,541221699.5994878,628888261.9744487,584105348.6766022,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",UG,1.66,1,70,Uganda
UGA,218,2,216602850.75,621406772.4379512,563189181.09118855,677463108.3614054,859275424.610778,"Annual CD 
at pop x 18%",Annual CD at pop x 18%,UG,1.66,1,70,Uganda
UGA,312,3,268405693.5,676305928.4558493,636209872.2578224,717707789.1448127,795580460.6056507,"CD between campaigns 
at pop x 12%","CD between campaigns at
pop x 12%",UG,1.66,1,70,Uganda
UGA,408,4,400265480.5,742265371.5154551,152542649.0670502,198024514.57309118,805236675.5825162,"Mass campaign (pop/0.8) 
every 3 years","Mass campaign (pop/0.8)
every 3 years",UG,1.66,1,70,Uganda
UGA,520,5,269503645.25,712489551.225755,663802543.6970497,758416467.4538269,883255590.9750322,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",UG,1.66,1,70,Uganda
UGA,607,6,302376890,763072971.7849147,717222365.2659292,803358702.2357717,763072971.7849147,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",UG,1.66,1,70,Uganda
ZMB,107,1,91383702.375,219001425.7913528,198505419.03050023,240237127.11959517,219001425.7913528,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",ZM,1.32,1,70,Zambia
ZMB,226,2,118391603.5,279870135.1308607,255286120.27758494,300538538.906231,361684723.9343666,"Annual CD 
at pop x 26%",Annual CD at pop x 26%,ZM,1.32,1,70,Zambia
ZMB,323,3,137305049.875,293120072.4678827,273937206.6639398,309735649.92130375,330154668.73033965,"CD between campaigns 
at pop x 23%","CD between campaigns at
pop x 23%",ZM,1.32,1,70,Zambia
ZMB,403,4,414431617.125,323662612.3602455,68185031.56203537,99536584.12105688,337902120.0895482,"Mass campaign (pop/0.3) 
every 3 years","Mass campaign (pop/0.3)
every 3 years",ZM,1.32,1,70,Zambia
ZMB,514,5,153433874.125,326933362.32995796,304593139.0972895,346033474.8273288,372110585.7357467,"Mass campaign (pop/1.4) 
every 2 years","Mass campaign (pop/1.4)
every 2 years",ZM,1.32,1,70,Zambia
ZMB,607,6,128014257.625,291630554.39559203,269941132.33760893,316428114.89864045,291630554.39559203,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",ZM,1.32,1,70,Zambia
ZWE,107,1,71807920.125,241923654.6824435,218287202.96462804,52171514.81567279,241923654.6824435,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",ZW,2.79,1,70,Zimbabwe
ZWE,210,2,51444448.9375,212726050.60476342,179393845.74593955,74880062.17154571,285214586.43059576,"Annual CD 
at pop x 10%",Annual CD at pop x 10%,ZW,2.79,1,70,Zimbabwe
ZWE,300,3,68880238.75,237918600.50559604,212252344.87257168,50180514.553211614,263069245.03362742,"CD between campaigns 
at pop x 0%","CD between campaigns at
pop x 0%",ZW,2.79,1,70,Zimbabwe
ZWE,420,4,63748774.0625,229347251.74145824,201924882.88755998,48588204.95154245,265030638.83143076,"Mass campaign (pop/2) 
every 3 years","Mass campaign (pop/2)
every 3 years",ZW,2.79,1,70,Zimbabwe
ZWE,520,5,90047423.25,280813897.4610268,265136349.83206257,25330283.99811539,292884973.43853194,"Mass campaign (pop/2) 
every 2 years","Mass campaign (pop/2)
every 2 years",ZW,2.79,1,70,Zimbabwe
ZWE,607,6,101028641.25,286385052.77904475,144057282.47279572,26653596.46550171,288231923.2530313,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",ZW,2.79,1,70,Zimbabwe
AGO,107,1,165539165.75,358730764.5771038,322957691.18363714,404653585.5588731,358730764.5771038,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",AO,1.1,1,80,Angola
AGO,233,2,256625230.5,524437059.81118774,481488248.8661114,567128587.8229682,627742190.0427556,"Annual CD 
at pop x 33%",Annual CD at pop x 33%,AO,1.1,1,80,Angola
AGO,332,3,284222116.625,534449051.20492655,503758674.03067595,574150790.8300059,565377803.4131448,"CD between campaigns 
at pop x 32%","CD between campaigns at
pop x 32%",AO,1.1,1,80,Angola
AGO,401,4,2172082833.875,605270806.7345719,126293001.15899163,8402194.640389234,605270806.7345719,"Mass campaign (pop/0.1) 
every 3 years","Mass campaign (pop/0.1)
every 3 years",AO,1.1,1,80,Angola
AGO,510,5,372119285.75,608718224.2372851,248592277.95562646,306177793.2585681,673018474,"Mass campaign (pop/1) 
every 2 years","Mass campaign (pop/1)
every 2 years",AO,1.1,1,80,Angola
AGO,607,6,231410279,486296561.46768075,448211339.4340641,536205458.53740793,486296561.46768075,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",AO,1.1,1,80,Angola
BDI,107,1,58622744.625,139819937.10473177,123535842.0189285,156112561.41064352,139819937.10473177,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",BI,1.31,1,80,Burundi
BDI,229,2,82388049.25,187839521.97644973,169227736.31145206,201642674.9410583,231946749.97968248,"Annual CD 
at pop x 29%",Annual CD at pop x 29%,BI,1.31,1,80,Burundi
BDI,326,3,92218081.875,191876744.00430214,176517116.3375897,204836740.73599264,211332874.48542607,"CD between campaigns 
at pop x 26%","CD between campaigns at
pop x 26%",BI,1.31,1,80,Burundi
BDI,403,4,265834335.125,206802172.44715002,37122218.31091781,65751223.00155005,218285232.4704038,"Mass campaign (pop/0.3) 
every 3 years","Mass campaign (pop/0.3)
every 3 years",BI,1.31,1,80,Burundi
BDI,512,5,112500297.8125,216807654.06744066,98726288.48995996,119421931.89696127,238617045,"Mass campaign (pop/1.2) 
every 2 years","Mass campaign (pop/1.2)
every 2 years",BI,1.31,1,80,Burundi
BDI,607,6,82158710.9375,186813131.7189935,169477262.9550538,204677474.24187922,186813131.7189935,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",BI,1.31,1,80,Burundi
BEN,107,1,60781109.9375,127202130.14394864,116023646.57770514,139874099.2172728,127202130.14394864,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",BJ,1.07,1,80,Benin
BEN,235,2,98715081.1875,194437753.64290294,181382092.41953915,209304852.7183756,243862461.64472458,"Annual CD 
at pop x 35%",Annual CD at pop x 35%,BJ,1.07,1,80,Benin
BEN,334,3,107096730.0625,203245832.59490025,189432170.10811278,215983191.68378955,215391556.63355526,"CD between campaigns 
at pop x 34%","CD between campaigns at
pop x 34%",BJ,1.07,1,80,Benin
BEN,401,4,797210098,219471791.43016523,46491648.88890775,2988192.8717331216,219471791.43016523,"Mass campaign (pop/0.1) 
every 3 years","Mass campaign (pop/0.1)
every 3 years",BJ,1.07,1,80,Benin
BEN,509,5,150552413.8125,228067181.49616444,96573385.17200592,116566447.70652243,263861627.39689964,"Mass campaign (pop/0.9) 
every 2 years","Mass campaign (pop/0.9)
every 2 years",BJ,1.07,1,80,Benin
BEN,607,6,85171204.125,175286862.25713566,161908569.40128288,191301286.89758548,175286862.25713566,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",BJ,1.07,1,80,Benin
BFA,107,1,102288769.5,267870693.17781657,240522158.88551092,295279850.9684472,267870693.17781657,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",BF,1.58,1,80,Burkina Faso
BFA,220,2,110225648,292589595.90357095,266609626.92005968,324023696.8237275,438063716.12277704,"Annual CD 
at pop x 20%",Annual CD at pop x 20%,BF,1.58,1,80,Burkina Faso
BFA,315,3,134305888,332962881.19592595,300690834.10160637,359800133.7348117,392680202.74950504,"CD between campaigns 
at pop x 15%","CD between campaigns at
pop x 15%",BF,1.58,1,80,Burkina Faso
BFA,407,4,213050731.25,348680141.7530972,65767514.048380196,98177076.59184602,381890570.9535013,"Mass campaign (pop/0.7) 
every 3 years","Mass campaign (pop/0.7)
every 3 years",BF,1.58,1,80,Burkina Faso
BFA,519,5,133291827.75,344079529.07590026,310596872.4250804,373291054.19108355,430696909.63764894,"Mass campaign (pop/1.9) 
every 2 years","Mass campaign (pop/1.9)
every 2 years",BF,1.58,1,80,Burkina Faso
BFA,607,6,143473458.75,364093261.10739017,329763304.02577746,393559191.1060463,364093261.10739017,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",BF,1.58,1,80,Burkina Faso
CAF,107,1,26145262.34375,76145561.06509098,65287074.36295284,85882769.196545,76145561.06509098,"Mass campaign (pop/1.8)
every 3 years","Mass campaign (pop/1.8)
every 3 years",CF,1.9,1,80,Central African Republic
CAF,221,2,29101092.125,83976118.41006218,73240618.32895577,95015470.76653656,113152690.03198813,"Annual CD 
at pop x 21%",Annual CD at pop x 21%,CF,1.9,1,80,Central African Republic
CAF,315,3,34369070.6875,93947458.23724936,81434588.2218614,69912157.01547113,99721025.382835,"CD between campaigns 
at pop x 15%","CD between campaigns at
pop x 15%",CF,1.9,1,80,Central African Republic
CAF,408,4,48455235.96875,92664658.68385169,18224345.591878243,29298291.673137285,97413134.40943833,"Mass campaign (pop/0.8) 
every 3 years","Mass campaign (pop/0.8)
every 3 years",CF,1.9,1,80,Central African Republic
CAF,518,5,35509034.65625,100409765.56846145,86587003.61666892,54998663.207548454,110380621.13099732,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",CF,1.9,1,80,Central African Republic
CAF,607,6,36572788.5625,102567926.54013534,88453558.12493843,56397598.293423235,102567926.54013534,"Mass campaign (pop/1.8) 
every 2 years","Mass campaign (pop/1.8)
every 2 years",CF,1.9,1,80,Central African Republic
